6.337441009558723685e-03 1.282251125942706349e-01 3.938514678506931099e-02 3.391441787245906190e-04
6.573783475786024871e-03 8.472559178564517679e-02 2.496797666082470335e-02 3.521563856922268619e-04
6.820350642489475014e-03 6.810741783930721049e-02 2.075438494372985193e-02 3.657170896052814148e-04
7.077526014327008980e-03 6.459844492499906832e-02 1.628519270371176983e-02 3.798473376069774732e-04
7.345709596453821842e-03 1.017931483234783274e-01 1.701810613560470267e-02 3.945690719615585072e-04
7.625318515436823284e-03 9.224225003649173804e-02 1.375105481239917785e-02 4.099051637807437547e-04
7.916787667568505465e-03 6.757667174529319309e-02 9.770232147575172790e-03 4.258794483216279156e-04
8.220570397850682914e-03 8.856139237604826464e-02 9.705921910190118754e-03 4.425167619875230497e-04
8.537139203011983105e-03 7.448028175513911331e-02 7.273712745883061798e-03 4.598429808304662909e-04
8.866986465799590184e-03 4.637926663062282712e-02 4.819478195417016206e-03 4.778850608252341683e-04
9.210625223789665680e-03 4.631641009958074179e-02 4.163100934970726148e-03 4.966710800511983789e-04
9.568589964570427611e-03 4.883705229457442620e-02 3.793570309809057763e-03 5.162302825365347589e-04
9.941437456716138016e-03 4.224127034024832000e-02 3.140677939763613855e-03 5.365931241145163299e-04
1.032974762117597894e-02 4.001938445362153429e-02 2.733617716753390398e-03 5.577913204817969975e-04
1.073412442126914744e-02 3.648509825731607176e-02 2.403758043834733783e-03 5.798578967615932887e-04
1.115519682042570050e-02 2.829586716581792422e-02 1.923596924471138820e-03 6.028272402666785216e-04
1.159361974081843036e-02 2.696498257280071503e-02 1.666097875926982486e-03 6.267351542551031661e-04
1.205007509631582548e-02 2.624765140233839208e-02 1.475583872549668515e-03 6.516189151973417063e-04
1.252527284697700811e-02 2.218631560078495810e-02 1.251844104329660366e-03 6.775173318295003855e-04
1.301995210366187726e-02 1.912860613874657958e-02 1.058589646353643105e-03 7.044708070091453911e-04
1.353488227741357977e-02 1.720078378884272105e-02 9.508862791846880253e-04 7.325214022534237961e-04
1.407086427867448690e-02 1.628537499303206112e-02 8.690868705622066667e-04 7.617129051939737060e-04
