6.487382607218918247e-03 1.680534720715135683e-02 1.089338198131045536e-02 3.625649004749085668e-04
6.760177502024469764e-03 6.943743806697496614e-03 5.691665827091637632e-03 3.782064362934182402e-04
7.046107780577147428e-03 -5.915882627810109149e-04 3.180601529064243285e-03 3.945837386131909540e-04
7.345729021833618741e-03 4.437888059934107232e-03 3.338002019933084766e-03 4.117285810035704353e-04
7.659623405475067537e-03 8.251775871912083588e-03 3.239458705565950898e-03 4.296742421083380500e-04
7.988400844918639929e-03 4.279245044461236873e-03 2.265613083764913063e-03 4.484555699569720282e-04
8.332700173738072716e-03 4.805660960571753008e-03 1.752004049552649241e-03 4.681090495050021756e-04
8.693190384396094761e-03 5.110925424785795618e-03 1.434694648828037768e-03 4.886728734169967130e-04
9.070571927974580353e-03 5.715441827388932465e-03 1.342559858112058954e-03 5.101870164584807908e-04
9.465578076738066088e-03 3.138265397295337579e-03 8.698129293154874915e-04 5.326933136243479448e-04
9.878976351010650483e-03 3.436817636536775543e-03 7.870780428354423076e-04 5.562355421246148153e-04
1.031157000376803703e-02 4.266997585956547843e-03 7.826335088516096382e-04 5.808595070685663650e-04
1.076419959021002876e-02 4.802634597136907699e-03 7.414367897253166563e-04 6.066131318962092196e-04
1.123774458976871740e-02 2.502217601345084561e-03 4.712450814398528730e-04 6.335465524917962589e-04
1.173312513051551730e-02 1.950402474738612522e-03 4.106656216889923317e-04 6.617122168477668036e-04
1.225130376172731302e-02 1.989040457327882240e-03 3.689079792083049597e-04 6.911649884628302213e-04
1.279328733132742944e-02 2.759976228171435227e-03 3.737542460424119351e-04 7.219622555993078158e-04
1.336012894275509684e-02 2.196873036249177933e-03 3.070376837249858297e-04 7.541640456237808880e-04
1.395292999942966856e-02 1.909074358670636998e-03 2.948642453285525993e-04 7.878331448580178781e-04
1.457284234948514647e-02 1.704476588143974836e-03 2.466269877170921502e-04 8.230352245387625391e-04
1.522107051460038635e-02 1.900048505328728616e-03 2.415375921333592468e-04 8.598389724783179556e-04
1.589887403294898763e-02 1.525574620458305421e-03 1.968752962091832408e-04 8.983162316678190663e-04
1.660756991006762801e-02 1.156209078508562338e-03 1.649492045489008029e-04 9.385421458003001104e-04
1.734853519302389721e-02 1.606362389370916870e-03 1.896835747681678000e-04 9.805953124732726383e-04
1.812320960963341443e-02 1.609890814874567234e-03 1.829571668164963296e-04 1.024557942249167304e-03
1.893309839013116933e-02 1.467507737522784220e-03 1.702327184607689114e-04 1.070516027985320964e-03
1.977977519325023817e-02 7.468486011978706096e-04 1.277305135662747647e-04 1.118559521961720463e-03
2.066488515890341562e-02 1.020072269149547824e-03 1.496906939317861770e-04 1.168782521909259671e-03
2.159014810594424988e-02 9.982164357259495826e-04 1.412818212014851406e-04 1.221283466942544183e-03
2.242354277064119439e-02 8.423433561473989617e-04 9.169758260616640811e-05 1.264823496125512189e-03
2.341446520899266928e-02 6.911969597287879108e-04 6.970091309021675852e-05 1.321181906912866034e-03
2.445088319593768239e-02 7.753953447463572332e-04 6.520974804332151846e-05 1.380117529976257040e-03
2.553481054934087641e-02 7.039066987935384614e-04 5.561593509731226748e-05 1.441746253502810800e-03
2.666835339862993343e-02 6.390763698612999307e-04 4.839006825703152633e-05 1.506189398734346548e-03
2.785371427893879037e-02 6.837696131990475068e-04 4.352767334684327433e-05 1.573573983261964890e-03
2.909319641209154317e-02 5.975275219375466088e-04 3.748882454810286856e-05 1.644032999340110796e-03
3.038920817934402316e-02 5.279398272491044519e-04 3.084353753072189479e-05 1.717705708187873721e-03
3.174426780085067706e-02 4.479762392092280499e-04 2.613644450662947047e-05 1.794737951696738802e-03
3.316100823025995570e-02 4.131316914132233454e-04 2.270461267494248200e-05 1.875282482840286017e-03
3.464218227278166584e-02 4.383304633339059776e-04 2.184764634299903260e-05 1.959499316201113433e-03
3.619066792730388921e-02 3.795279279223907269e-04 1.842449994154358599e-05 2.047556099894209513e-03
3.780947398731116654e-02 3.527896509874054202e-04 1.642291504969441263e-05 2.139628511532234295e-03
3.950174587590583875e-02 3.329502011402955429e-04 1.466372114835448747e-05 2.235900678951260098e-03
4.127077177306423539e-02 3.167122425489254153e-04 1.370583935814477992e-05 2.336565629548302894e-03
4.311998898946466791e-02 2.741061729745228152e-04 1.169679276569133928e-05 2.441825768635968140e-03
4.505299065252362650e-02 2.606858228090305199e-04 1.082134152004287077e-05 2.551893391416536292e-03
4.707353268854805317e-02 2.425912070977162365e-04 9.579422946212726546e-06 2.666991230577506807e-03
4.918554111893281428e-02 2.265494724739793898e-04 8.676522957421412458e-06 2.787353043045934231e-03
5.139311969328024671e-02 1.904253935754270306e-04 7.846605761281463554e-06 2.913224239989067963e-03
5.370055785393877679e-02 2.001179181676528921e-04 7.460123088313939050e-06 3.044862563568218744e-03
5.611233907312003499e-02 1.648358867863981142e-04 6.493564906754458528e-06 3.182538816087939360e-03
5.863314956804421829e-02 1.573432767332304889e-04 6.299900435127799075e-06 3.326537646462049327e-03
6.126788742166277418e-02 1.502892262110926743e-04 5.843525821860020083e-06 3.477158400319352912e-03
6.208388079703584805e-02 1.465072105520040123e-04 8.080748388320511513e-06 3.428361497873181479e-03
6.486204303386003400e-02 1.436273193181279142e-04 6.983787702721270172e-06 3.583167259778797381e-03
6.776623566258617448e-02 1.170183144006566695e-04 5.615942976680135193e-06 3.745122887837592108e-03
7.080210168996850517e-02 1.092687025581247118e-04 4.850763170690614144e-06 3.914569471590033205e-03
7.397553996922252850e-02 9.753476501552106994e-05 4.047170451241944417e-06 4.091866365853081763e-03
7.729271666366996363e-02 9.786513951512383147e-05 3.657722164907764443e-06 4.277392407279896960e-03
8.076007722929683108e-02 8.763946675694749716e-05 3.146980944044191843e-06 4.471547240602420127e-03
8.438435893611639926e-02 7.023055950743011607e-05 2.576136832322826684e-06 4.674752766812110237e-03
8.817260395892694003e-02 6.587486434041057797e-05 2.292251839008638839e-06 4.887454727425038017e-03
9.213217306221321845e-02 6.160590543958950605e-05 2.053672354854408707e-06 5.110124440457090682e-03
9.627075990461940458e-02 5.143654434250542425e-05 1.748400750740451883e-06 5.343260705661329567e-03
1.005964059814455080e-01 4.957942411315599269e-05 1.571551221552952951e-06 5.587391898462071814e-03
1.051175162585083617e-01 3.873051940209766997e-05 1.309344738501971185e-06 5.843078275696431644e-03
1.098428754922595452e-01 3.412635818359955231e-05 1.138486266196564510e-06 6.110914516825461176e-03
1.147816653145390248e-01 2.608897573401402418e-05 9.582080651262694487e-07 6.391532530344092543e-03
1.199434820577480743e-01 2.199232950309317478e-05 8.302018879065519129e-07 6.685604554722677020e-03
1.253383554081849705e-01 1.722418294962888900e-05 7.120652552700102700e-07 6.993846591067737033e-03
1.309767678947832970e-01 1.340687444265573284e-05 6.226059686228682451e-07 7.317022205912579805e-03
1.368696752554707241e-01 9.811082660118494150e-06 5.297490079469409996e-07 7.655946748464136434e-03
1.430285277293983637e-01 7.341180402047311838e-06 4.777004543637277549e-07 8.011492031990929269e-03
1.494652922961332009e-01 5.713526286756930953e-06 4.345857470273023667e-07 8.384591533701562377e-03
1.561924759306393962e-01 3.793246261594067774e-06 3.844836862132965441e-07 8.776246175479581954e-03
1.632231499085144699e-01 2.834898090148087419e-06 3.535163861839442932e-07 9.187530753429632227e-03
1.705709752192923478e-01 1.952048167331529577e-06 3.300704325969325686e-07 9.619601092565771214e-03
1.782502290741358186e-01 7.070425548709979020e-07 3.137547714093458862e-07 1.007370200845998827e-02
1.862758326713556678e-01 8.919993241858864390e-07 3.077918985003333968e-07 1.055117617320880559e-02
1.946633801904337768e-01 5.914868436977787480e-07 3.047086419552235395e-07 1.105347398544763785e-02
2.034291690873462621e-01 -1.080351375797469973e-07 3.074278003640920906e-07 1.158216455828564410e-02
2.125902317625593674e-01 3.534551436810666352e-07 3.131777424555138487e-07 1.213894795004596787e-02
2.221643686445195498e-01 -5.686119123678816108e-07 3.053625498506424835e-07 1.272566877336290397e-02
2.321701828096062459e-01 -4.061931594792157033e-07 3.167739388898498688e-07 1.334433133365089778e-02
2.426271160655867343e-01 4.255809150402440312e-07 3.453563392005837260e-07 1.399711645350103055e-02
2.535554868387475680e-01 -8.905111372752111886e-08 3.490886959495945441e-07 1.468640016932296934e-02
2.649765295168255430e-01 -3.284409162832490309e-08 3.420253739881181400e-07 1.541477447377503744e-02
2.769124357374863621e-01 5.541398624483991120e-07 3.586086235722120893e-07 1.618507032490181657e-02
2.893863977114249364e-01 -3.558088658563279361e-07 3.475524352532922895e-07 1.700038314253996680e-02
3.024226529406850994e-01 7.537018870575638779e-07 3.707910357365839762e-07 1.786410099782976060e-02
3.160465315797731933e-01 -9.112905090195384524e-07 3.598765216458890357e-07 1.877993579322920562e-02
3.302845055670816099e-01 6.797632959758969218e-07 4.020375032456508973e-07 1.975195766043591483e-02
